Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info
"thunder bay,Michigan",03/27/2015,2.8,23.2,14.3,2.1,59.25,,11.7,20.8,228.83,-8.8,0,0,,9.9,0,1025.4,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/28/2015,4.4,35.8,21.1,10.8,66.32,,15.1,25.3,238.46,-5.4,0,0,,9.9,0.5,1021.6,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/29/2015,27.9,39.8,34.3,27.2,75.85,,22.5,36.4,263.67,21,0.3,25,,8.9,3.9,1002.2,"Light Rain",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/30/2015,28.4,39.1,33.2,25.8,74.86,,20.8,31.9,229.67,19.3,0,0,,9.9,2.7,1010.4,"Light Rain",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",03/31/2015,23.7,31.3,28.1,26.4,93.31,,12.7,,121.42,17.9,0.2,25,,8.2,4.2,1012.7,"Light Snow",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/01/2015,20.8,34.7,28.6,27.4,94.82,,19.1,25.4,130.46,17.6,0.1,12.5,,6.7,3.8,1011.6,"Fog",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/02/2015,31.6,58.2,43.1,29.8,65.52,,28.3,45.4,246.88,24.6,0,4.17,,9.9,1.6,997.5,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/03/2015,17.4,37.6,25.8,8.9,50.68,,30.2,39.9,326.54,0.5,0,0,,9.9,1.5,1016.8,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/04/2015,13.8,32.3,24.2,9.3,53.89,,22.5,33.5,277.71,4.3,0,0,,8.7,1.9,1019.1,"Light Snow",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
"thunder bay,Michigan",04/05/2015,9.3,30.1,21.1,4.7,51.28,,10.8,,243.17,-1.2,0,0,,9.9,0.1,1021.7,"",48.4614,-89.21069,"Michigan Ave, Thunder Bay, ON P7A, Canada","",""
